-0.003908055	0.019359061	-0.036140285	0.049592	0.027254663	0.09180913	0.028713496	0.0038659754	0.01471559	0.067781545	0.090209	-0.0296024	0.016848257	0.07201604	-0.032124605	0.06117994
-0.14726451	0.13928796	0.058777466	0.06756006	0.17796776	0.14321978	-0.028700601	-0.07935542	-0.06689638	0.15177141	0.08250847	-0.12152104	0.20920332	0.023994192	-0.025490586	0.1967923
0.049293984	-0.04785577	0.0056392583	-0.04294915	-0.051700346	-0.021165239	0.024300404	0.086067155	-0.04558434	0.09679573	0.04405682	0.07576221	-0.04592651	-0.001943027	-0.03388349	0.07566969
0.07905835	-0.0029801317	-0.004100415	0.014883178	-0.0079601845	0.0068505104	0.04517963	0.0628753	-0.04935394	0.0055198283	0.031292956	-0.0025880751	-0.04592831	0.04414337	-0.00852781	-0.000497473
0.011268933	-0.01786053	-0.08552601	0.058554135	0.07440513	0.098180294	-0.020315466	-0.027591392	0.0645589	-0.04764758	-0.005586811	-0.004899528	0.0038756041	-0.05934857	0.07283589	0.028089652
0.28419957	-0.15481824	0.14081645	-0.14332888	-0.24749961	-0.15098588	0.2375821	0.25913805	-0.13663733	0.122926705	0.03288237	0.15476091	-0.19782622	0.15026902	-0.21232417	-0.031084992
-0.07475293	0.057989098	0.0048333253	0.030210132	0.045941446	0.035368156	-0.03033802	0.022290196	0.012490435	0.021007027	0.03392649	-0.036213238	0.087704666	0.04609174	-0.032607708	0.031487953
-0.026405588	0.046683703	-0.041799903	0.09017923	-0.005365283	0.034520976	-0.06332859	-0.057653252	-0.007398074	-0.04564386	-0.011878689	-0.06725967	0.061268065	0.02776214	-0.016416658	-0.0019672017
0.22228467	-0.18331696	-0.119128	-0.014185027	-0.22822785	-0.09176942	0.073429994	0.19013308	0.0019993398	-0.115738995	-0.011029531	0.1892134	-0.21990994	0.085181765	-0.03473582	-0.20942022
0.0057514827	0.103457704	0.09331741	-0.06828134	-0.008030391	0.017176898	0.10766249	0.08870004	-0.121792674	0.10605796	0.09680056	-0.04687788	-0.0358479	0.1641501	-0.14851427	-0.005971513
-0.041027546	0.239232	0.0367747	-0.08369333	-0.012623652	0.15648909	-0.021297038	-0.097445615	-0.04485056	0.118851736	0.21389396	-0.20877472	0.16795523	0.14653589	-0.12571491	-0.09096282
-0.03315292	0.07306915	-0.055150256	0.1218956	-0.030643316	0.028982664	-0.05958529	-0.011128278	0.06243222	-0.02728862	0.027169654	-0.029896855	0.048487928	-0.007469141	0.006929911	-0.12981279
0.0024705443	-0.18650238	-0.11829456	0.1818833	-0.012016782	0.016297335	-0.05180137	-0.08874743	0.16374615	-0.08553113	-0.14188534	0.049203172	-0.019794915	-0.18535629	0.12738027	-0.07151953
-0.03762913	0.044917583	0.018204257	0.11040764	0.10547674	0.058976926	-0.04299509	-0.0036560083	0.058919825	0.1091179	0.011815723	-0.051003568	0.07695234	0.036260307	0.012220375	0.18455899
-0.1510361	-0.08121817	-0.034737013	0.07146344	0.1915772	0.089089885	-0.0397683	-0.065840274	0.008083295	0.031007836	-0.09007737	-0.06847444	0.21010341	-0.044404004	0.04918026	0.25625697
-0.25442943	0.118493974	0.060540386	0.114564136	0.26307815	0.12572941	-0.035976857	-0.053283956	-0.05445018	0.16994376	0.083934106	-0.082798876	0.23306027	0.0017940305	0.00049696735	0.19026348
-0.11068485	-0.13080803	-0.04215771	0.21515638	0.13622537	0.07683624	-0.013041042	-0.05385445	0.06721145	0.104649715	-0.1409106	0.140724	0.10084517	-0.098571025	0.06394615	0.28149214
-0.0027926902	-0.04809745	0.03493484	0.03824659	0.032855712	-0.0038067938	0.047090687	0.0381658	-0.0054377625	0.04729308	-0.09038177	0.08587272	0.035830606	0.010950283	-0.016848247	0.11269383
0.26876277	0.026756324	0.39068177	-0.3674629	-0.24917948	-0.26056823	0.3621738	0.35738072	-0.37802407	0.3814486	0.19463584	0.17246512	-0.21811517	0.34582943	-0.3249443	0.13524933
0.06615362	0.09574922	-0.169468	-0.007903829	-0.107097	0.079457894	-0.051410474	-0.11335783	0.0694657	-0.13540731	0.09046557	-0.20076641	-0.028883317	0.01701019	-0.020915637	-0.24111867
0.14413501	0.08633116	-0.01865717	-0.07135826	-0.11493772	0.036812957	-0.014967557	-0.033680543	0.033198778	0.016854174	0.15205994	-0.13342275	0.0012560622	0.07333281	0.011258875	-0.22303087
0.05685611	-0.026499037	0.1312195	0.041000664	-0.055826277	-0.1145713	0.124041185	0.098350435	-0.15805617	0.10741804	0.011805041	0.20124066	-0.065934576	0.016480422	-0.08231424	0.14260848
-0.15941508	0.016262872	0.007747278	0.13556539	0.04235373	-0.009695828	0.06161354	-0.02284228	0.04548889	0.01848421	-0.00043713424	0.021396646	0.050599847	0.15100278	-0.0802435	0.07059056
-0.0260411	0.20950694	0.21172377	-0.16825488	0.017054737	-0.058974225	0.20937216	0.18111822	-0.20495033	0.2707918	0.21618402	-0.0028381327	0.05405287	0.17759232	-0.19733816	0.1302531
0.02926502	0.016702278	0.21206225	-0.07701322	0.043151323	-0.030965313	0.12495933	0.11270191	-0.09840472	0.23664925	0.028988868	0.09209093	0.015037366	0.037150852	-0.13307488	0.20674987
0.13392645	-0.033147275	-0.19703841	0.024812713	-0.18733734	-0.025154898	-0.045246225	-0.011160885	0.10190887	-0.20191602	0.07299082	-0.010524446	-0.102252066	0.02551211	0.033307593	-0.23858878
0.071585365	-0.19332181	-0.11293637	0.07855417	-0.05992369	-0.090856045	-0.042633187	0.064561464	0.045490675	-0.06965764	-0.13629302	0.06558131	-0.11321913	-0.0035141741	0.084245615	-0.03073259
-0.3625959	0.24784715	0.14828451	0.34308788	0.17281942	0.07512435	0.056526035	-0.026675899	-0.13546804	0.23743287	-0.06552651	0.30473006	0.15279867	-0.014871064	-0.08304803	0.35185644
-0.10182077	0.09653772	0.062010597	0.027301198	0.16438867	0.18929037	-0.077590294	-0.14041057	0.014016682	0.13003328	0.14227523	-0.14657438	0.15511937	-0.032355614	0.023813032	0.09558699
0.011972017	0.042507045	0.08568417	-0.021215227	0.083791606	0.014200167	0.0901873	0.0404175	-0.027504588	0.115477264	0.022931332	-0.061931513	0.06335069	0.063515775	-0.040541068	0.05717195
-0.0065555046	-0.08774992	-0.13811684	0.15038154	0.028924152	-0.018152507	0.00017895395	0.01684681	0.0841768	-0.06706984	-0.04473965	0.08772266	-0.053494703	-0.01653986	0.03833808	-0.064374514
-0.09060055	0.2633904	0.07417359	0.31308812	0.09512363	0.07974337	-0.057100084	-0.017529147	-0.017765509	0.09922377	-0.08323185	0.09432673	0.08669635	-0.008453042	-0.020375429	0.11898515
0.13282238	-0.31987083	-0.32945058	0.010397978	-0.08977349	-0.0014665922	-0.051333055	0.01591595	0.25448358	-0.26988277	0.04304656	-0.14301053	-0.09757161	-0.047091693	0.12221476	-0.18861134
0.026741968	-0.11191093	-0.13435723	0.12600362	-0.025713446	0.051051635	-0.059499852	-0.03889082	0.10611931	-0.1066995	-0.071096666	0.020195043	-0.07608323	-0.10858469	0.104368635	-0.039360214
-0.123091616	0.08333732	-0.1324126	0.10293331	0.14056237	0.23037307	-0.17696598	-0.27248204	0.08799299	-0.070278205	0.008119986	-0.3371379	0.2527194	-0.103600234	0.10561129	0.024646249
0.16747168	-0.050223157	-0.10714253	-0.0025499577	-0.21489684	-0.049572267	0.01861765	-0.020178903	0.012666806	-0.14608786	0.050140932	-0.07666452	-0.20393236	0.0832773	0.026009096	-0.24222517
0.0073655234	0.050054498	0.114352085	-0.09376221	-0.0662416	-0.06649559	0.07189663	0.10688146	-0.07971508	0.043048862	0.04725809	0.02924414	-0.010772814	0.10455436	-0.12152834	0.049877536
0.29874206	-0.22467673	0.3047137	-0.19965886	-0.3495063	-0.32624325	0.34964618	0.33195877	-0.28518724	0.26329243	-0.1827893	0.25569496	-0.2841324	0.027730545	-0.21816187	0.29644188
-0.10340562	0.08787406	0.04964218	-0.018569224	0.044147324	0.09733064	0.030286815	-0.10242519	-0.02536324	0.06574764	0.17036581	-0.17449057	0.19139867	0.07067827	-0.07678876	-0.0170045
0.01860807	-0.117738515	-0.08623342	0.16729687	-0.018853204	0.0065613617	0.017761052	0.07333228	-0.009105769	-0.007623303	-0.07802849	0.19500087	-0.11257973	0.014792672	0.057400174	0.09091095
-0.06280929	0.09827038	0.03867984	-0.026476938	0.041539166	0.09904276	0.0069767106	-0.033645906	-0.01807161	0.114489	0.14918451	-0.15388425	0.095659964	0.07385484	-0.017937642	0.06502658
-0.07846585	-0.07318924	-0.0891254	0.017298052	0.083408274	0.13865623	-0.047465745	-0.048471276	0.11491751	-0.038382243	-0.021800604	-0.058821365	0.08195148	-0.10194467	0.06841052	0.03669913
-0.08644018	-0.10192705	0.1079004	0.23848805	0.06175862	-0.00023359201	0.056590468	0.08554212	-0.03973067	0.047481373	-0.26166496	0.34012645	-0.04834233	-0.10383594	0.013699245	0.19227415
-0.09731913	-0.037164625	-0.04642161	0.037713774	0.11837338	0.09929296	-0.049623933	-0.14573999	0.09342339	0.01739354	0.019471847	-0.18277168	0.12737307	-0.05475856	0.01619861	-8.032362e-05
